"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032465","GO:0032465","regulation of cytokinesis","24/2657","95/18986",0.252631578947368,1.80521759800329,3.17372190874002,0.00245960208172487,0.0201129860896249,0.0146264337126573,"1894/8556/332/994/6755/29127/6790/9928/9055/10112/11113/5347/990/9493/55143/9212/598/144455/675/3619/6840/79998/117194/1813",24
"GO:0007599","GO:0007599","hemostasis","50/2657","241/18986",0.20746887966805,1.48250062076688,3.04077971029525,0.00248367731379625,0.0202828135359685,0.0147499345133572,"10630/23657/5328/7166/2191/5054/725/1281/5329/1311/1607/2717/6469/948/2149/5055/5270/10544/5345/80274/5028/64805/84830/2162/5023/3569/7301/2161/22915/5340/5336/7057/2151/10398/3043/959/6812/3170/1465/2155/2192/3818/79987/10077/2207/2159/857/150/2244/646960",50
"GO:2001259","GO:2001259","positive regulation of cation channel activity","14/2657","45/18986",0.311111111111111,2.22309204198553,3.31348667721339,0.00251228686713012,0.0204891693565279,0.0148999992385643,"2946/1909/9465/51083/8811/287/288/54209/9472/783/57158/126755/844/2258",14
"GO:0098661","GO:0098661","inorganic anion transmembrane transport","31/2657","133/18986",0.233082706766917,1.66552814101494,3.10687151931888,0.00255424254769225,0.0207625784723799,0.0150988260210035,"266675/80727/83959/246213/29127/2563/2564/56923/1836/50636/5348/8884/6522/115019/2565/1811/203859/5349/54831/2556/363/22802/2566/115111/55879/6561/63982/9635/160728/2555/6568",31
"GO:0021543","GO:0021543","pallium development","42/2657","195/18986",0.215384615384615,1.5390637213746,3.05213506174124,0.00257900024976934,0.0207625784723799,0.0150988260210035,"23035/4760/4852/7804/1281/9928/4009/284403/5901/2618/6513/259266/4747/93986/6715/5802/10460/3091/54820/2044/51176/64805/306/2146/5629/238/63950/4192/7054/50937/285025/493/3736/664/66000/64211/6343/2737/2258/3737/5649/9353",42
"GO:0016049","GO:0016049","cell growth","91/2657","490/18986",0.185714285714286,1.32704984138932,2.95865521524916,0.00258323068621358,0.0207625784723799,0.0150988260210035,"3624/6422/5361/9211/84722/6586/6696/4323/7422/7474/1594/55210/8692/148/6387/6662/3872/3249/596/6790/10459/183/8877/80031/9928/1909/11170/4009/2023/6456/221476/1029/9201/8425/8904/25879/2273/6285/54512/58191/27346/4487/1946/6280/1908/6279/2100/2045/185/5270/5802/9423/2182/65078/1907/123879/9699/3490/23677/9472/56920/26585/10631/8470/8153/54825/56924/81501/10110/54413/6860/7957/1410/93649/2697/147906/4881/2335/66000/3479/56963/4133/3488/10235/1382/127833/2258/7490/10718/2786/9353",91
"GO:0002223","GO:0002223","stimulatory C-type lectin receptor signaling pathway","9/2657","23/18986",0.391304347826087,2.79612508386379,3.47670832075608,0.00259200561663134,0.0207625784723799,0.0150988260210035,"93978/100528032/22914/8302/3821/3823/3822/5336/3824",9
"GO:0060571","GO:0060571","morphogenesis of an epithelial fold","9/2657","23/18986",0.391304347826087,2.79612508386379,3.47670832075608,0.00259200561663134,0.0207625784723799,0.0150988260210035,"7472/7474/23213/6469/3091/2263/655/653/367",9
"GO:1990840","GO:1990840","response to lectin","9/2657","23/18986",0.391304347826087,2.79612508386379,3.47670832075608,0.00259200561663134,0.0207625784723799,0.0150988260210035,"93978/100528032/22914/8302/3821/3823/3822/5336/3824",9
"GO:1990858","GO:1990858","cellular response to lectin","9/2657","23/18986",0.391304347826087,2.79612508386379,3.47670832075608,0.00259200561663134,0.0207625784723799,0.0150988260210035,"93978/100528032/22914/8302/3821/3823/3822/5336/3824",9
"GO:0010744","GO:0010744","positive regulation of macrophage derived foam cell differentiation","8/2657","19/18986",0.421052631578947,3.00869599667215,3.53356411511223,0.00260336260317302,0.0207625784723799,0.0150988260210035,"183/1437/948/185/4481/50487/338/5322",8
"GO:0032310","GO:0032310","prostaglandin secretion","8/2657","19/18986",0.421052631578947,3.00869599667215,3.53356411511223,0.00260336260317302,0.0207625784723799,0.0150988260210035,"3552/4282/3553/5743/3952/2182/9536/50487",8
"GO:0042481","GO:0042481","regulation of odontogenesis","8/2657","19/18986",0.421052631578947,3.00869599667215,3.53356411511223,0.00260336260317302,0.0207625784723799,0.0150988260210035,"4982/80320/340419/6469/4487/5579/147495/5083",8
"GO:0060749","GO:0060749","mammary gland alveolus development","8/2657","19/18986",0.421052631578947,3.00869599667215,3.53356411511223,0.00260336260317302,0.0207625784723799,0.0150988260210035,"7166/7422/374/595/3091/2099/367/2066",8
"GO:0061377","GO:0061377","mammary gland lobule development","8/2657","19/18986",0.421052631578947,3.00869599667215,3.53356411511223,0.00260336260317302,0.0207625784723799,0.0150988260210035,"7166/7422/374/595/3091/2099/367/2066",8
"GO:0071636","GO:0071636","positive regulation of transforming growth factor beta production","8/2657","19/18986",0.421052631578947,3.00869599667215,3.53356411511223,0.00260336260317302,0.0207625784723799,0.0150988260210035,"8710/5743/5345/4060/55612/4179/6375/7057",8
"GO:0090670","GO:0090670","RNA localization to Cajal body","8/2657","19/18986",0.421052631578947,3.00869599667215,3.53356411511223,0.00260336260317302,0.0207625784723799,0.0150988260210035,"8607/908/7203/1736/22948/10576/10575/10856",8
"GO:0090671","GO:0090671","telomerase RNA localization to Cajal body","8/2657","19/18986",0.421052631578947,3.00869599667215,3.53356411511223,0.00260336260317302,0.0207625784723799,0.0150988260210035,"8607/908/7203/1736/22948/10576/10575/10856",8
"GO:0090672","GO:0090672","telomerase RNA localization","8/2657","19/18986",0.421052631578947,3.00869599667215,3.53356411511223,0.00260336260317302,0.0207625784723799,0.0150988260210035,"8607/908/7203/1736/22948/10576/10575/10856",8
"GO:0090685","GO:0090685","RNA localization to nucleus","8/2657","19/18986",0.421052631578947,3.00869599667215,3.53356411511223,0.00260336260317302,0.0207625784723799,0.0150988260210035,"8607/908/7203/1736/22948/10576/10575/10856",8
"GO:1901381","GO:1901381","positive regulation of potassium ion transmembrane transport","12/2657","36/18986",0.333333333333333,2.38188433069878,3.34764671028052,0.00263628365529499,0.020970610225934,0.0152501095072013,"9465/51083/3783/8811/1908/287/54209/9472/30819/3779/482/126755",12
"GO:0014855","GO:0014855","striated muscle cell proliferation","22/2657","85/18986",0.258823529411765,1.84946312736611,3.16616021531628,0.00263970505371287,0.020970610225934,0.0152501095072013,"7472/10370/861/79980/407975/983/6469/57057/2660/2254/4208/10403/2263/406984/7049/6495/23414/2296/2047/84466/26281/2066",22
"GO:0086001","GO:0086001","cardiac muscle cell action potential","22/2657","85/18986",0.258823529411765,1.84946312736611,3.16616021531628,0.00263970505371287,0.020970610225934,0.0152501095072013,"29119/477/776/4842/287/9631/288/1756/6335/6332/6328/783/11280/3741/6327/2702/6546/30819/2697/6330/857/2258",22
"GO:0051321","GO:0051321","meiotic cell cycle","59/2657","295/18986",0.2,1.42913059841927,2.99643944125732,0.00264679146020133,0.0209997050781562,0.0152712676746416,"2069/9319/1164/7474/9088/4488/4751/3976/994/9156/6790/1017/1909/221150/225689/991/10635/83540/5347/7516/25879/7153/63979/995/7272/284338/4487/81930/993/9232/9271/23397/9700/259266/8438/9918/220134/84944/54888/84057/9133/2827/898/25788/23310/56159/11130/675/3619/10403/9134/140801/26271/11077/317761/56165/1618/164045/56158",59
"GO:0022602","GO:0022602","ovulation cycle process","15/2657","50/18986",0.3,2.1436958976289,3.26642526774287,0.00266607021731394,0.0211253341638067,0.0153626268336178,"3624/2069/6586/7130/4313/3952/5241/2660/3814/7784/2099/6092/268/56729/9353",15
"GO:0006942","GO:0006942","regulation of striated muscle contraction","25/2657","101/18986",0.247524752475248,1.76872598814266,3.12460439390242,0.00272796362143724,0.0215878721164833,0.0156989906472388,"148/6781/2946/1113/29119/477/4842/287/8654/1756/7137/59341/80149/7140/3320/51086/4634/6547/2702/6546/5350/845/844/857/2258",25
"GO:0071320","GO:0071320","cellular response to cAMP","16/2657","55/18986",0.290909090909091,2.07873541588257,3.23169813553159,0.00276513543585531,0.0218257086590741,0.0158719485764668,"9370/6781/5179/366/343/9465/5138/6715/2819/1811/9472/1393/5105/3488/348980/7490",16
"GO:0071385","GO:0071385","cellular response to glucocorticoid stimulus","16/2657","55/18986",0.290909090909091,2.07873541588257,3.23169813553159,0.00276513543585531,0.0218257086590741,0.0158719485764668,"6781/6755/11170/54658/2660/7023/6715/6752/114907/5105/54541/2322/196541/8313/3158/3670",16
"GO:0003170","GO:0003170","heart valve development","20/2657","75/18986",0.266666666666667,1.90550746455903,3.16947041731995,0.00277519019642503,0.0218769170625639,0.0159091880154957,"6586/6659/64220/6662/7291/1009/53834/6615/57057/5138/7133/22943/4208/2702/26508/6092/171019/6474/8313/9353",20
"GO:0043010","GO:0043010","camera-type eye development","70/2657","362/18986",0.193370165745856,1.38175610344405,2.95818326878842,0.00278752128179353,0.0219459153032602,0.0159593644631568,"7472/3624/24147/23657/4760/7070/10370/7422/7474/6659/1282/64220/6662/246213/1412/1295/7068/7291/57822/5954/83552/10848/9314/60436/6469/388585/7477/5159/197021/10218/5145/7275/8736/7020/51761/4081/6096/81029/3091/399473/4094/1969/2295/79888/56853/655/5629/84189/6101/7054/7475/50937/362/10586/1410/493/2697/2823/3859/2296/2047/631/23418/30812/348980/2737/7490/6656/1813/646960",70
"GO:0048662","GO:0048662","negative regulation of smooth muscle cell proliferation","19/2657","70/18986",0.271428571428571,1.93953438356901,3.17664240572999,0.00281623738983169,0.0221410362977757,0.0161012590719191,"8862/9370/27250/494336/9314/57447/6648/4208/100616438/93649/4969/574506/10891/1264/4881/407040/3488/7168/10221",19
"GO:0002699","GO:0002699","positive regulation of immune effector process","55/2657","272/18986",0.202205882352941,1.44489306825478,2.98111041663798,0.00282811493040155,0.0221410362977757,0.0161012590719191,"10417/8140/3135/8767/7474/80328/11126/10459/9188/2209/7098/1604/3329/948/2867/4282/3553/57126/5650/100528032/6461/5817/22914/8547/54209/8302/383/3821/3823/5225/79465/3822/3569/7784/51561/5105/4179/26228/3815/6375/5336/2268/3824/6812/10584/50487/7292/80329/909/2865/90865/3605/2208/354/5322",55
"GO:0051965","GO:0051965","positive regulation of synapse assembly","18/2657","65/18986",0.276923076923077,1.97879621319591,3.18858647305728,0.00283259480230665,0.0221410362977757,0.0161012590719191,"5021/375790/7058/22865/22871/9378/11141/1946/347731/64084/3556/27286/147381/84189/54413/2047/84631/2049",18
"GO:0071384","GO:0071384","cellular response to corticosteroid stimulus","18/2657","65/18986",0.276923076923077,1.97879621319591,3.18858647305728,0.00283259480230665,0.0221410362977757,0.0161012590719191,"6781/6755/11170/5901/54658/2660/7023/6715/6752/114907/5105/6338/54541/2322/196541/8313/3158/3670",18
"GO:0022600","GO:0022600","digestive system process","27/2657","112/18986",0.241071428571429,1.72261277488037,3.09388348676783,0.00283396600256871,0.0221410362977757,0.0161012590719191,"6584/4760/9075/6662/7032/80168/948/257194/3783/2169/387129/3952/3360/159296/2168/64240/7031/4192/362/3949/115111/3274/6343/150/340547/64081/3605",27
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","27/2657","112/18986",0.241071428571429,1.72261277488037,3.09388348676783,0.00283396600256871,0.0221410362977757,0.0161012590719191,"3651/6387/2907/596/5329/5831/2023/26155/10131/54929/63979/6615/1191/4282/598/5743/4102/6648/3301/3091/4318/10105/637/7466/406952/219790/7471",27
"GO:0032409","GO:0032409","regulation of transporter activity","47/2657","225/18986",0.208888888888889,1.49264751390457,2.99861594679068,0.0028530732360209,0.0222619569421326,0.0161891941891262,"54997/9370/130497/596/9456/2946/1909/22871/477/776/2273/9465/79026/51083/7881/255738/5348/149111/8811/5174/287/56704/288/1756/54209/4318/10105/6588/9472/783/1393/10110/407040/482/59283/57158/5350/126755/845/6330/844/406952/857/150/2258/1813/5649",47
"GO:0043271","GO:0043271","negative regulation of monoatomic ion transport","31/2657","134/18986",0.23134328358209,1.65309882652975,3.06036953813891,0.00288680131605171,0.022496508858126,0.0163597634937619,"5593/130497/6781/1268/596/183/2946/494336/2564/477/4129/7881/255738/4842/5743/288/5270/4318/10105/6588/5987/407040/3351/10288/5350/845/857/150/29763/1813/796",31
"GO:0007369","GO:0007369","gastrulation","43/2657","202/18986",0.212871287128713,1.52110434980269,3.00349993388043,0.00291358193235675,0.0226763933897766,0.0164905779420192,"1301/3624/8862/1294/6422/9370/1846/1303/1290/4323/130497/7474/3557/1295/1289/9314/60436/6615/57057/4313/8516/81029/22943/4318/51176/1969/1284/2263/655/2114/7358/4317/51471/2697/2296/3170/9421/1844/2335/3679/407006/3678/83881",43
"GO:0051954","GO:0051954","positive regulation of amine transport","13/2657","41/18986",0.317073170731707,2.2656948511525,3.27261502813678,0.00293729669040442,0.0228319906238914,0.0166037303411961,"8140/5021/6387/246213/3745/6804/6865/6860/9607/6812/10991/2668/1813",13
"GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle","26/2657","107/18986",0.242990654205607,1.73632689527575,3.08101876184136,0.00298777636595175,0.0230839528067543,0.0167869606258151,"9088/994/6790/1017/1019/9928/1063/5347/990/1111/90381/2273/995/891/983/55920/595/9212/993/51514/63967/4998/641/8929/26271/5087",26
"GO:0001659","GO:0001659","temperature homeostasis","40/2657","185/18986",0.216216216216216,1.54500605234516,3.00481679556459,0.00298851464482383,0.0230839528067543,0.0167869606258151,"4237/9370/5021/7422/1051/1268/2167/133522/1734/10874/3552/4857/948/192111/23228/1149/3553/33/5743/3952/153/2827/1907/154/50486/6588/6319/8929/4883/9536/3662/2180/2697/10891/249/51316/857/3934/1813/79054",40
"GO:0006066","GO:0006066","alcohol metabolic process","70/2657","363/18986",0.192837465564738,1.37794961280095,2.9328083159925,0.00299147325635513,0.0230839528067543,0.0167869606258151,"5593/1594/6713/117/125/8877/6652/6799/442038/80168/343/5959/54657/84649/553/54659/1717/255738/114876/3291/8811/9227/124/23461/33/6817/3952/5745/27163/127/2053/79644/57016/6820/50814/54884/27284/3638/5028/1109/1646/4036/5105/2330/341/222/2710/130/3706/6338/653/5336/3949/55911/1558/1066/1576/338/170685/126/3479/219/3990/1583/8431/10170/54206/5563/3158/9971",70
"GO:0010644","GO:0010644","cell communication by electrical coupling","11/2657","32/18986",0.34375,2.45631821603312,3.32584585058459,0.00299229455101413,0.0230839528067543,0.0167869606258151,"477/79191/288/478/2702/6546/2697/3736/482/845/857",11
"GO:0061437","GO:0061437","renal system vasculature development","11/2657","32/18986",0.34375,2.45631821603312,3.32584585058459,0.00299229455101413,0.0230839528067543,0.0167869606258151,"130497/1909/6943/8710/4854/5159/2828/80310/285/655/7490",11
"GO:0061440","GO:0061440","kidney vasculature development","11/2657","32/18986",0.34375,2.45631821603312,3.32584585058459,0.00299229455101413,0.0230839528067543,0.0167869606258151,"130497/1909/6943/8710/4854/5159/2828/80310/285/655/7490",11
"GO:0007156","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","37/2657","168/18986",0.220238095238095,1.5737450042117,3.0130622839643,0.00301992335403394,0.0232678265455906,0.0169206760791349,"1001/253559/5754/1825/57863/1951/27253/1830/1009/152404/5101/9499/53841/54798/28513/4680/6900/64084/5817/57549/9620/1952/222256/64403/27328/54825/57453/29930/1014/152330/57526/1008/6092/56128/1012/56127/83259",37
"GO:0048483","GO:0048483","autonomic nervous system development","14/2657","46/18986",0.304347826086957,2.17476395411628,3.21781316598583,0.0031537957174349,0.0242383823747221,0.0176264773179946,"6659/1909/2676/6663/7020/2637/9464/3642/8929/6495/401/2335/30812/2668",14
"GO:0060443","GO:0060443","mammary gland morphogenesis","14/2657","46/18986",0.304347826086957,2.17476395411628,3.21781316598583,0.0031537957174349,0.0242383823747221,0.0176264773179946,"7474/4488/374/64065/5241/9423/1969/2263/2099/367/3488/857/2737/10718",14
"GO:0002775","GO:0002775","antimicrobial peptide production","6/2657","12/18986",0.5,3.57282649604817,3.59619272359855,0.00323286497344072,0.0245385654481584,0.0178447744821109,"4316/5650/5225/3960/3605/354",6
"GO:0010518","GO:0010518","positive regulation of phospholipase activity","6/2657","12/18986",0.5,3.57282649604817,3.59619272359855,0.00323286497344072,0.0245385654481584,0.0178447744821109,"553/185/6352/2263/344/5322",6
"GO:0033605","GO:0033605","positive regulation of catecholamine secretion","6/2657","12/18986",0.5,3.57282649604817,3.59619272359855,0.00323286497344072,0.0245385654481584,0.0178447744821109,"5021/6387/3745/6804/9607/2668",6
"GO:0045161","GO:0045161","neuronal ion channel clustering","6/2657","12/18986",0.5,3.57282649604817,3.59619272359855,0.00323286497344072,0.0245385654481584,0.0178447744821109,"375790/4653/3745/6900/342035/30819",6
"GO:0070099","GO:0070099","regulation of chemokine-mediated signaling pathway","6/2657","12/18986",0.5,3.57282649604817,3.59619272359855,0.00323286497344072,0.0245385654481584,0.0178447744821109,"6586/11240/54209/3091/6352/9353",6
"GO:0090267","GO:0090267","positive regulation of mitotic cell cycle spindle assembly checkpoint","6/2657","12/18986",0.5,3.57282649604817,3.59619272359855,0.00323286497344072,0.0245385654481584,0.0178447744821109,"332/4085/55143/9212/3619/10403",6
"GO:0097090","GO:0097090","presynaptic membrane organization","6/2657","12/18986",0.5,3.57282649604817,3.59619272359855,0.00323286497344072,0.0245385654481584,0.0178447744821109,"22871/9378/11141/6900/57502/54413",6
"GO:1903405","GO:1903405","protein localization to nuclear body","6/2657","12/18986",0.5,3.57282649604817,3.59619272359855,0.00323286497344072,0.0245385654481584,0.0178447744821109,"908/7203/1736/22948/10576/10575",6
"GO:1904867","GO:1904867","protein localization to Cajal body","6/2657","12/18986",0.5,3.57282649604817,3.59619272359855,0.00323286497344072,0.0245385654481584,0.0178447744821109,"908/7203/1736/22948/10576/10575",6
"GO:1904872","GO:1904872","regulation of telomerase RNA localization to Cajal body","6/2657","12/18986",0.5,3.57282649604817,3.59619272359855,0.00323286497344072,0.0245385654481584,0.0178447744821109,"908/7203/1736/22948/10576/10575",6
"GO:0006836","GO:0006836","neurotransmitter transport","44/2657","209/18986",0.210526315789474,1.50434799833607,2.9574105981635,0.00326786396362996,0.0247339214056624,0.0179868399591153,"246213/6533/60482/6855/2824/6581/22871/477/9378/4842/440279/6804/55117/6623/6833/9699/5028/4208/5023/6865/7054/5579/6860/10815/9153/41/10814/8618/2901/6812/9066/27445/286097/1103/3351/28968/2668/140730/55879/6616/5030/127833/90019/1813",44
"GO:0032609","GO:0032609","type II interferon production","29/2657","124/18986",0.233870967741935,1.67116078040963,3.02457825923462,0.00327070116745348,0.0247339214056624,0.0179868399591153,"3624/8140/8767/7474/11126/6556/7098/3329/80381/3553/654346/10225/100528032/22914/80149/5987/7784/51561/284194/29126/6375/26191/7292/916/9636/7294/90865/9971/3670",29
"GO:0032649","GO:0032649","regulation of type II interferon production","29/2657","124/18986",0.233870967741935,1.67116078040963,3.02457825923462,0.00327070116745348,0.0247339214056624,0.0179868399591153,"3624/8140/8767/7474/11126/6556/7098/3329/80381/3553/654346/10225/100528032/22914/80149/5987/7784/51561/284194/29126/6375/26191/7292/916/9636/7294/90865/9971/3670",29
"GO:0050818","GO:0050818","regulation of coagulation","20/2657","76/18986",0.263157894736842,1.88043499792009,3.10227014136335,0.00328033232282356,0.0247762046008336,0.0180175888667402,"5328/2191/5054/5329/948/2149/5055/5270/10544/5345/285/84830/2161/5340/7057/3170/2155/3818/857/2244",20
"GO:0019915","GO:0019915","lipid storage","24/2657","97/18986",0.247422680412371,1.76799661660116,3.05887671841331,0.00329786224955058,0.0248474068507293,0.0180693680995032,"29923/6713/222008/32/2717/948/257194/84649/2867/1149/1374/63924/3553/130399/3952/54209/80149/3569/4481/128486/1066/338/407040/857",24
"GO:0045132","GO:0045132","meiotic chromosome segregation","24/2657","97/18986",0.247422680412371,1.76799661660116,3.05887671841331,0.00329786224955058,0.0248474068507293,0.0180693680995032,"9319/6790/221150/225689/83540/5347/25879/7272/9232/23397/9700/259266/220134/84944/84057/9133/898/56159/11130/10403/9134/26271/317761/56158",24
"GO:0010758","GO:0010758","regulation of macrophage chemotaxis","10/2657","28/18986",0.357142857142857,2.5520189257487,3.31513373217548,0.00334041721109977,0.0251063465143074,0.0182576725018443,"4282/79148/1588/2660/59341/6352/26228/4192/728/7057",10
"GO:0050995","GO:0050995","negative regulation of lipid catabolic process","10/2657","28/18986",0.357142857142857,2.5520189257487,3.31513373217548,0.00334041721109977,0.0251063465143074,0.0182576725018443,"338442/1268/32/2822/1149/63924/3553/238/341/150",10
"GO:0085029","GO:0085029","extracellular matrix assembly","16/2657","56/18986",0.285714285714286,2.04161514059896,3.1488159308385,0.00337714214721314,0.0253395218000739,0.0184272407024832,"1278/6662/60681/10459/183/1281/2824/8425/8985/4015/4629/84168/7837/55512/7049/4239",16
"GO:0051897","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","41/2657","192/18986",0.213541666666667,1.52589464935391,2.95434383722448,0.00338458366726729,0.0253395218000739,0.0184272407024832,"1116/7422/2651/9518/5008/4653/183/9723/8904/4593/55273/2149/5159/9378/4058/1440/50507/3952/4916/54209/80310/64805/6352/1646/23551/101/7301/3815/7057/4919/2268/2322/100033819/8660/2335/4922/3479/3488/6348/2066/5649",41
"GO:0072348","GO:0072348","sulfur compound transport","18/2657","66/18986",0.272727272727273,1.94881445238991,3.1146838888971,0.00339478154655867,0.0253395218000739,0.0184272407024832,"23657/8140/9429/6520/29127/206358/6533/126321/1836/8884/347734/115019/1811/64849/2697/115111/283600/6561",18
"GO:0030099","GO:0030099","myeloid cell differentiation","84/2657","451/18986",0.186252771618625,1.33089767480287,2.86884427391512,0.00339567706484958,0.0253395218000739,0.0184272407024832,"3624/3589/4237/54997/6422/9370/23601/4982/10370/7422/10202/81624/3976/1051/55646/861/29127/133522/7130/22904/4609/7704/1437/7098/4495/6510/865/4015/1441/3276/8444/1440/54892/5138/7018/85477/6522/7171/10826/2739/159296/54209/3696/3091/4318/4094/51176/3692/814/1969/126014/4208/3205/1030/5591/8544/51561/116211/7049/81501/3815/3662/11025/7097/2194/9607/10272/284266/3218/5457/50487/407006/10100/10538/10661/6348/9636/10221/10320/90865/4151/3605/796/9290",84
"GO:0042908","GO:0042908","xenobiotic transport","17/2657","61/18986",0.278688524590164,1.99141148960062,3.12839947648022,0.00340659199107049,0.0253395218000739,0.0184272407024832,"9076/6584/8140/9429/6581/10351/8647/6513/5174/6573/64078/1244/9153/2697/340273/5243/55530",17
"GO:0032228","GO:0032228","regulation of synaptic transmission, GABAergic","12/2657","37/18986",0.324324324324324,2.31750907851773,3.23580702876417,0.00341224702594141,0.0253395218000739,0.0184272407024832,"766/5021/148/1268/22871/23228/9378/760/6812/3351/85445/1813",12
"GO:0046688","GO:0046688","response to copper ion","12/2657","37/18986",0.324324324324324,2.31750907851773,3.23580702876417,0.00341224702594141,0.0253395218000739,0.0184272407024832,"4017/4496/3552/4494/4499/4495/4501/983/4493/326343/4489/359",12
"GO:0048265","GO:0048265","response to pain","12/2657","37/18986",0.324324324324324,2.31750907851773,3.23580702876417,0.00341224702594141,0.0253395218000739,0.0184272407024832,"56923/366/644139/64856/6335/6328/11280/7057/22953/2701/796/5649",12
"GO:0048499","GO:0048499","synaptic vesicle membrane organization","12/2657","37/18986",0.324324324324324,2.31750907851773,3.23580702876417,0.00341224702594141,0.0253395218000739,0.0184272407024832,"6855/9145/6804/6860/10815/10814/2901/6812/9066/6616/127833/90019",12
"GO:0010639","GO:0010639","negative regulation of organelle organization","71/2657","371/18986",0.191374663072776,1.36749693379741,2.88356959689853,0.00341275803144644,0.0253395218000739,0.0184272407024832,"4070/6712/9319/114822/22974/332/81624/3976/899/4085/10459/4653/221150/1063/4171/991/83540/5347/26586/699/8850/1111/10391/51750/7153/55143/891/7272/51332/55055/1191/55226/9212/4233/598/147841/9700/27085/23671/85477/3925/220134/701/23329/1902/57405/11075/25802/2934/11130/10105/3619/10382/10403/655/1496/26271/6840/29767/130271/8326/664/11013/3479/10288/4133/163782/2258/442721/9353/119",71
"GO:0060021","GO:0060021","roof of mouth development","23/2657","92/18986",0.25,1.78641324802409,3.0500296599623,0.00345018299433113,0.0255864235843202,0.0186067909972392,"3624/130497/7474/7291/3714/6943/6469/6615/4487/55003/7020/9242/5396/3696/3638/51176/2295/9464/7049/1750/2049/2737/1280",23
"GO:0035265","GO:0035265","organ growth","39/2657","181/18986",0.215469613259669,1.53967108669479,2.94274786303105,0.00355847461078755,0.0263258441350543,0.0191445075562273,"7472/10370/4322/4488/148/6781/6662/596/861/340419/32/221476/1311/407975/983/6469/57057/1588/3952/57502/84944/2254/85301/9472/4208/2263/406984/8470/5629/55512/7049/2099/23414/367/2296/3479/26281/2066/7490",39
"GO:1903034","GO:1903034","regulation of response to wounding","39/2657","181/18986",0.215469613259669,1.53967108669479,2.94274786303105,0.00355847461078755,0.0263258441350543,0.0191445075562273,"9076/51330/5328/2191/6696/5054/5329/5764/9314/948/2149/5055/27346/50506/5270/5802/65078/5345/84830/55612/406984/4638/4192/2161/22915/5340/7057/3170/2155/407040/3818/407006/56963/857/150/2244/90865/3605/5068",39
"GO:0007492","GO:0007492","endoderm development","22/2657","87/18986",0.252873563218391,1.80694673363356,3.04303092000491,0.00359713650079576,0.0265317500565974,0.0192942451088251,"1301/3624/1294/1846/1303/1290/4323/1295/1289/57057/4313/22943/4318/1284/4317/1844/2335/3679/3227/5083/3678/83881",22
"GO:0071216","GO:0071216","cellular response to biotic stimulus","54/2657","269/18986",0.200743494423792,1.43444335157324,2.89475930565348,0.00359791926206588,0.0265317500565974,0.0192942451088251,"6373/10417/8140/4314/2919/8767/6374/3627/7474/27250/2921/6372/5054/1019/22904/3552/2920/1437/1604/948/3654/2204/4282/3553/1440/7133/5743/100528032/79931/22914/54209/4318/3656/80149/4283/4208/3569/26228/4317/29126/26191/10628/7097/5336/389643/7292/11027/10288/7466/56300/406952/10221/3158/9971",54
"GO:0010976","GO:0010976","positive regulation of neuron projection development","36/2657","164/18986",0.219512195121951,1.56855797387481,2.94974910265167,0.00360794655249152,0.0265317500565974,0.0192942451088251,"8507/7474/7804/5754/1268/57554/5764/8850/4593/257194/11141/4058/9760/6280/51761/1756/11075/1996/4916/1272/2146/655/238/4192/9863/3706/10690/653/4919/158866/50487/482/407006/56963/126520/5649",36
"GO:0032943","GO:0032943","mononuclear cell proliferation","60/2657","305/18986",0.19672131147541,1.40570222795338,2.88123403006856,0.00360939103562447,0.0265317500565974,0.0192942451088251,"3135/8767/1051/596/6556/57181/1029/3552/1265/1604/3329/6469/11148/80381/51083/23228/2214/4282/3553/598/1503/8744/7133/6522/3952/654346/8654/259307/6461/6541/4860/30835/383/637/51176/23495/6352/4208/3620/3569/7784/51561/284194/4179/29126/6375/26191/2697/4332/959/2322/8660/7292/916/10077/64600/3479/10288/126259/5322",60
"GO:0010721","GO:0010721","negative regulation of cell development","56/2657","281/18986",0.199288256227758,1.42404472440354,2.88873199477145,0.00361416586705042,0.0265317500565974,0.0192942451088251,"3624/6422/9370/3135/4982/7070/6696/7422/7474/10875/861/430/80031/7130/4609/1029/3552/5764/7098/6469/388585/865/3553/6663/6522/23500/2045/6461/5802/9423/54209/65078/6833/80149/56920/1030/655/3569/5629/4192/6860/11025/3949/9607/10272/7292/3479/407006/56963/4133/6348/10221/2737/2258/796/9290",56
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","57/2657","287/18986",0.198606271777003,1.41917150017245,2.88632205497656,0.00361736426624302,0.0265317500565974,0.0192942451088251,"3624/9319/332/9088/596/4085/1017/10459/1869/221150/1063/11170/991/83540/5347/990/699/9314/1111/90381/2273/55143/891/983/7272/55055/595/8914/54584/9212/147841/51514/220134/701/81620/54888/144455/57405/51512/8318/11130/675/123879/3619/11200/1763/63967/10403/2146/1030/5591/4998/5629/641/26271/574506/51339",57
